"filename", "language", "HTML", "Markdown", "Ignore", "XML", "YAML", "C#", "Docker", "JSON", "JavaScript", "CSS", "EditorConfig", "ASP.NET Razor", "comment", "blank", "total"
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Account\Profile.cshtml.cs", "C#", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\AdminPanel.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 13, 252
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\AdminPanel.cshtml.cs", "C#", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\AdminPanel.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\AdminPanel.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 3, 4, 54
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\Create.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 2, 32
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\Create.cshtml.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\Update.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 11
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Admin\Update.cshtml.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Basket.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 11
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Basket.cshtml.cs", "C#", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Error.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 4, 27
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Error.cshtml.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 8, 28
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 4, 45
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Index.cshtml.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 10, 35
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Shared\_Layout.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 11, 105
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Shared\_Layout.cshtml.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 2, 8, 48
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\Shared\_ValidationScriptsPartial.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\_ViewImports.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Pages\_ViewStart.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Program.cs", "C#", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 10, 44
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Properties\launchSettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Services\BasketService.cs", "C#", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 8, 8, 53
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Services\CatalogService.cs", "C#", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 14, 107
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Services\IBasketService.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Services\ICatalogService.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Services\LoginService.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\Todo.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\bin\Debug\net6.0\EShop.Web.deps.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 462, 0, 0, 0, 0, 0, 0, 462
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\bin\Debug\net6.0\EShop.Web.runtimeconfig.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 19
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\bin\Debug\net6.0\EShop.Web.staticwebassets.runtime.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\bin\Debug\net6.0\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\bin\Debug\net6.0\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\.NETCoreApp,Version=v6.0.AssemblyAttributes.cs", "C#", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\EShop.Web.AssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 5, 23
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\EShop.Web.GeneratedMSBuildEditorConfig.editorconfig", "EditorConfig", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 14, 72
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\EShop.Web.GlobalUsings.g.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\EShop.Web.RazorAssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 5, 18
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\EShop.Web.sourcelink.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\scopedcss\Pages\Shared\_Layout.cshtml.rz.scp.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 2, 8, 48
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\scopedcss\bundle\EShop.Web.styles.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 3, 9, 50
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\scopedcss\projectbundle\EShop.Web.bundle.scp.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 3, 9, 50
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets.build.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1217, 0, 0, 0, 0, 0, 0, 1217
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets.development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets.pack.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 269
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets\msbuild.EShop.Web.Microsoft.AspNetCore.StaticWebAssets.props", "XML", 0, 0, 0, 996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 996
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets\msbuild.build.EShop.Web.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets\msbuild.buildMultiTargeting.EShop.Web.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\Debug\net6.0\staticwebassets\msbuild.buildTransitive.EShop.Web.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\EShop.Web.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 104
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\EShop.Web.csproj.nuget.g.props", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\EShop.Web.csproj.nuget.g.targets", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\project.assets.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1433, 0, 0, 0, 0, 0, 0, 1433
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\obj\project.packagespec.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\css\site.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 7, 11, 67
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\js\scripts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 5, 5, 57
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3855, 0, 0, 7, 1135, 4997
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3855, 0, 0, 7, 1134, 4996
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 16, 64, 427
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 8
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 8, 63, 424
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 8
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3729, 0, 0, 9, 1128, 4866
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3725, 0, 0, 7, 1125, 4857
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9453, 0, 0, 27, 1741, 11221
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9455, 0, 0, 7, 1735, 11197
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 4846, 0, 0, 0, 584, 1351, 6781
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3418, 0, 0, 0, 495, 1065, 4978
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3457, 0, 0, 0, 501, 1069, 5027
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 73, 54, 433
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 6
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 867, 0, 0, 0, 443, 202, 1512
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1228, 0, 0, 0, 189, 244, 1661
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 6906, 0, 0, 0, 1890, 2077, 10873
"c:\Users\PC-1\Projects\eShop-Project\src\EShop.Web\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\Controllers\WeatherForecastController.cs", "C#", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\Ocelot.Api.csproj", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\Program.cs", "C#", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 9, 45
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\Properties\launchSettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\WeatherForecast.cs", "C#", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\Ocelot.Api.deps.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 309
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\Ocelot.Api.runtimeconfig.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 19
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\ocelot.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 1, 164
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\bin\Debug\net6.0\ocelot.Local.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 1, 164
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\.NETCoreApp,Version=v6.0.AssemblyAttributes.cs", "C#", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\Ocelot.Api.AssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 5, 23
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\Ocelot.Api.GeneratedMSBuildEditorConfig.editorconfig", "EditorConfig", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\Ocelot.Api.GlobalUsings.g.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\Ocelot.Api.MvcApplicationPartsAssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 5, 18
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\Ocelot.Api.sourcelink.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\staticwebassets.build.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\staticwebassets\msbuild.build.Ocelot.Api.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\staticwebassets\msbuild.buildMultiTargeting.Ocelot.Api.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Debug\net6.0\staticwebassets\msbuild.buildTransitive.Ocelot.Api.props", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Ocelot.Api.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 96
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Ocelot.Api.csproj.nuget.g.props", "XML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\Ocelot.Api.csproj.nuget.g.targets", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\project.assets.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1108, 0, 0, 0, 0, 0, 0, 1108
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\obj\project.packagespec.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\ocelot.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 1, 164
"c:\Users\PC-1\Projects\eShop-Project\src\Ocelot.Api\ocelot.Local.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 1, 164
"c:\Users\PC-1\Projects\eShop-Project\src\Todo.general.md", "Markdown", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"c:\Users\PC-1\Projects\eShop-Project\src\docker-compose.override.yml", "YAML", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 16, 100
"c:\Users\PC-1\Projects\eShop-Project\src\docker-compose.yml", "YAML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"c:\Users\PC-1\Projects\eShop-Project\src\emptyhtml.html", "HTML", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 2, 185
"Total", "-", 140, 53, 25, 1248, 120, 1636, 32, 22461, 21129, 34995, 153, 483, 4557, 14776, 101808